City_ID,City,Country,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Current Description
462,Cayenne,GF,4.9333,-52.3333,77.09,1,75,0.0,light rain
463,Rio Grande,BR,-32.035,-52.0986,60.94,81,98,15.9,overcast clouds
464,Aulla,IT,44.2146,9.9678,57.94,86,100,3.56,overcast clouds
465,Gornopravdinsk,RU,60.05,69.9,48.79,52,83,12.91,broken clouds
466,Guliston,UZ,40.4897,68.7842,70.59,62,100,5.17,overcast clouds
467,Saint-Pierre,RE,-21.3393,55.4781,75.9,53,0,6.91,clear sky
468,Portales,US,34.1862,-103.3344,67.53,48,99,1.01,overcast clouds
469,Cap Malheureux,MU,-19.9842,57.6142,76.46,84,23,5.99,light rain
470,Bushehr,IR,28.9684,50.8385,79.45,53,0,9.55,clear sky
471,Mutoko,ZW,-17.397,32.2268,53.1,91,92,1.92,overcast clouds
472,Sinnamary,GF,5.3833,-52.95,75.51,93,100,3.67,overcast clouds
473,Mayskiy,RU,47.6931,40.1025,42.21,66,91,3.87,overcast clouds
474,Liaozhong,CN,41.5061,122.7242,82.45,18,65,28.86,broken clouds
475,Port Keats,AU,-14.25,129.55,93.94,34,0,3.8,clear sky
476,Faranah,GN,10.0404,-10.7434,73.54,68,10,2.57,clear sky
477,Port Augusta,AU,-32.5,137.7667,63.82,47,35,16.37,scattered clouds
478,Ternate,ID,0.8,127.4,85.12,69,60,5.77,broken clouds
479,Groningen,NL,53.25,6.75,45.03,74,100,3.44,overcast clouds
480,Filingue,NE,14.3521,3.3168,85.03,13,69,9.62,broken clouds
481,Kaka,TM,37.3482,59.6143,67.24,62,8,1.7,clear sky
482,Vernon,CA,50.2581,-119.2691,56.23,48,100,7.0,overcast clouds
483,Alexandria,EG,31.2156,29.9553,64.42,77,39,15.3,scattered clouds
484,Eureka,US,40.8021,-124.1637,51.93,85,91,7.0,overcast clouds
485,Rupert,US,42.6191,-113.6772,44.55,70,100,4.61,overcast clouds
486,Inhambane,MZ,-23.865,35.3833,67.96,83,33,5.53,scattered clouds
487,Gushikawa,JP,26.3544,127.8686,72.63,78,0,14.97,light rain
488,Saldanha,ZA,-33.0117,17.9442,59.07,95,13,6.42,few clouds
489,Colares,PT,38.7992,-9.4469,60.89,67,3,25.01,clear sky
490,Ponta Delgada,PT,37.7333,-25.6667,63.5,88,75,4.61,broken clouds
491,Ust-Ishim,RU,57.6935,71.1665,50.9,47,6,8.3,clear sky
492,Lasa,IT,46.6166,10.7002,43.36,91,100,1.1,overcast clouds
493,Caravelas,BR,-17.7125,-39.2481,71.65,87,0,5.23,clear sky
494,Preobrazheniye,RU,42.9019,133.9064,53.33,63,100,9.91,overcast clouds
495,Oktyabrskoye,RU,43.0645,44.7417,44.74,100,68,2.24,fog
496,Dudinka,RU,69.4058,86.1778,20.62,89,97,6.8,overcast clouds
497,Isakly,RU,54.1333,51.5333,51.94,55,48,12.82,scattered clouds
498,Belmonte,BR,-15.8631,-38.8828,74.34,86,7,3.85,clear sky
499,Pontalina,BR,-17.525,-49.4472,70.63,57,71,3.06,broken clouds
500,Borovoy,RU,55.4333,86.0833,43.88,36,0,4.47,clear sky
501,Ust-Kuyga,RU,70.0167,135.6,22.46,68,95,1.16,overcast clouds
502,Goderich,CA,43.7501,-81.7165,48.9,96,100,15.43,overcast clouds
503,Dibulla,CO,11.2725,-73.3091,79.52,82,84,10.2,broken clouds
504,Linguere,SN,15.3953,-15.1193,70.34,66,99,10.09,overcast clouds
505,Pascagoula,US,30.3658,-88.5561,77.04,95,0,0.0,clear sky
506,Deputatskiy,RU,69.3,139.9,26.6,76,96,2.37,overcast clouds
507,Kidal,ML,18.4411,1.4078,79.5,10,10,8.77,clear sky
508,Muscat,OM,23.6139,58.5922,87.82,39,0,6.04,clear sky
509,Takoradi,GH,4.8845,-1.7554,79.57,86,80,3.49,broken clouds
510,Skibbereen,IE,51.55,-9.2667,52.11,94,85,8.61,overcast clouds
511,Kroya,ID,-7.6331,109.2461,85.91,70,81,9.62,broken clouds
512,Hokitika,NZ,-42.7167,170.9667,61.74,78,7,3.31,clear sky
513,Locri,IT,38.2414,16.2623,55.31,57,36,7.56,scattered clouds
514,Lazaro Cardenas,MX,17.9583,-102.2,76.24,76,36,4.21,scattered clouds
515,Lang Son,VN,21.8333,106.7333,81.82,31,49,4.52,scattered clouds
516,Pagudpud,PH,18.5616,120.7868,85.05,75,74,6.62,broken clouds
517,Paamiut,GL,61.994,-49.6678,24.8,82,93,13.73,overcast clouds
518,Krasnooktyabrskiy,RU,44.9328,38.3712,49.08,91,99,3.13,overcast clouds
519,Thinadhoo,MV,0.5333,72.9333,79.39,89,100,24.32,overcast clouds
520,Komsomolskiy,UZ,40.4272,71.7189,74.12,53,100,13.8,overcast clouds
521,Portland,US,45.5234,-122.6762,55.62,71,0,7.0,clear sky
522,Muisne,EC,0.6,-80.0333,76.98,88,94,11.74,overcast clouds
523,Suhbaatar,MN,50.2314,106.2078,59.86,27,100,10.92,overcast clouds
524,Volga,RU,57.9516,38.3879,34.45,71,27,9.46,scattered clouds
525,Yumen,CN,40.2833,97.2,82.81,4,8,5.73,clear sky
526,Leshukonskoye,RU,64.8989,45.7622,29.86,91,100,11.12,light snow
527,Maceio,BR,-9.6658,-35.7353,74.64,88,75,3.44,broken clouds
528,Havre,FR,49.5833,0.3333,46.8,93,12,2.3,few clouds
529,Saposoa,PE,-6.934,-76.7716,73.18,88,79,2.08,broken clouds
530,Xining,CN,36.6167,101.7667,63.12,17,0,2.1,clear sky
531,Ust-Koksa,RU,50.2696,85.6108,49.73,63,73,2.89,broken clouds
532,Saint Anthony,US,45.0205,-93.218,50.72,60,0,5.75,clear sky
533,Pauini,BR,-7.7136,-66.9764,72.37,98,100,1.72,overcast clouds
534,Dhidhdhoo,MV,6.8833,73.1,85.95,67,96,12.93,overcast clouds
535,Maraa,BR,-1.8333,-65.3667,73.98,97,99,2.24,overcast clouds
536,Moultrie,US,31.1799,-83.7891,72.82,78,0,5.75,clear sky
537,Sijunjung,ID,-0.6876,100.9537,79.84,79,100,1.79,overcast clouds
538,Vanimo,PG,-2.6741,141.3028,83.39,80,77,3.53,broken clouds
539,Port Macquarie,AU,-31.4333,152.9167,75.88,65,0,10.96,clear sky
540,Anadyr,RU,64.75,177.4833,28.9,79,40,13.42,scattered clouds
541,Ciudad Bolivar,VE,8.1222,-63.5497,81.01,65,58,11.32,broken clouds
542,Cantanhede,BR,-3.6333,-44.3767,73.58,98,100,1.36,overcast clouds
543,Sola,VU,-13.8833,167.55,81.59,72,70,7.65,broken clouds
544,Manzanillo,CU,20.3433,-77.1167,76.05,70,10,3.49,clear sky
545,Salinopolis,BR,-0.6136,-47.3561,76.82,91,100,5.39,overcast clouds
546,Stawell,AU,-37.05,142.7667,54.37,59,100,7.34,overcast clouds
547,Mafinga,TZ,-7.25,35.0667,60.55,82,64,3.58,broken clouds
548,Maragogi,BR,-9.0122,-35.2225,77.4,86,27,7.72,scattered clouds
549,Richards Bay,ZA,-28.783,32.0377,63.05,93,0,6.53,clear sky
550,Sabha,LY,27.0377,14.4283,67.28,27,14,15.93,few clouds
551,Lask,PL,51.5906,19.1328,50.36,82,93,6.02,overcast clouds
552,Brae,GB,60.3964,-1.353,45.95,94,100,14.18,overcast clouds
553,Oyama,JP,36.3,139.8,74.59,23,0,6.85,clear sky
554,Xuddur,SO,4.1213,43.8894,74.34,81,12,16.8,few clouds
555,Seguin,US,29.5688,-97.9647,77.43,86,0,11.5,clear sky
556,Igarka,RU,67.4667,86.5833,28.54,96,100,13.76,snow
557,Slimnic,RO,45.9167,24.1667,45.82,93,40,1.14,scattered clouds
558,Pantelho,MX,16.9333,-92.55,63.7,92,97,2.62,overcast clouds
559,Rocha,UY,-34.4833,-54.3333,49.78,87,0,2.39,clear sky
560,Ambanja,MG,-13.6833,48.45,73.4,88,7,3.04,clear sky
561,Benxi,CN,41.2886,123.765,75.52,30,38,13.62,scattered clouds
562,Roald,NO,62.5833,6.1333,43.75,65,100,12.66,overcast clouds
563,Garowe,SO,8.4054,48.4845,81.36,60,11,6.89,light rain
564,Diu,IN,20.7141,70.9822,86.47,62,0,8.68,clear sky
565,Hilton Head Island,US,32.2163,-80.7526,75.25,88,0,10.36,clear sky
566,San Vicente,AR,-26.6167,-54.1333,51.53,99,100,3.04,overcast clouds
567,Whitley Bay,GB,55.0397,-1.4471,49.06,94,100,4.61,overcast clouds
568,Jiaonan,CN,35.8786,119.9753,73.99,46,0,16.04,clear sky
569,Waitara,NZ,-38.925,174.25,67.23,74,20,4.29,few clouds
570,Nizhniy Kuranakh,RU,58.8353,125.4869,40.15,84,97,7.02,overcast clouds
571,Abu Zabad,SD,12.35,29.25,79.47,59,69,8.08,broken clouds
572,Phan Thiet,VN,10.9333,108.1,86.13,69,49,5.97,scattered clouds
573,La Ronge,CA,55.1001,-105.2842,32.22,86,100,11.5,overcast clouds
574,San Luis,AR,-33.295,-66.3356,52.14,37,0,8.86,clear sky
575,Pabna,BD,24.0,89.25,83.28,66,7,7.0,clear sky
576,Novosergiyevka,RU,52.0934,53.6528,52.52,45,15,2.82,few clouds
577,Gamba,GA,-2.65,10.0,76.51,92,39,4.88,scattered clouds
578,Sao Gabriel Da Cachoeira,BR,-0.1303,-67.0892,72.86,99,87,1.74,overcast clouds
579,Sarahan,IN,31.5167,77.8,68.02,37,48,5.7,scattered clouds
580,Uray,RU,60.1247,64.7758,52.81,47,85,17.65,overcast clouds
581,Srednekolymsk,RU,67.45,153.6833,34.93,96,99,4.79,overcast clouds
582,Bereda,ES,43.2686,-7.5406,48.58,100,95,5.99,overcast clouds
583,Pontianak,ID,-0.0333,109.3333,87.78,74,75,5.75,broken clouds
584,Talakan,RU,50.3167,130.3667,54.16,40,100,12.39,overcast clouds
585,Westerland,DE,54.9079,8.3033,44.62,81,75,8.05,broken clouds
586,Merauke,ID,-8.4667,140.3333,87.15,61,100,6.64,overcast clouds
587,Sinazongwe,ZM,-17.2614,27.4618,67.8,70,40,4.52,scattered clouds
588,Galle,LK,6.0367,80.217,84.38,76,100,12.12,overcast clouds
589,Durban,ZA,-29.8579,31.0292,63.01,96,0,3.0,clear sky
590,Jeremie,HT,18.65,-74.1167,78.22,79,0,2.91,clear sky
591,Smoky Lake,CA,54.1169,-112.4686,46.87,78,85,6.49,overcast clouds
592,Ornskoldsvik,SE,63.2909,18.7153,31.15,74,10,8.05,clear sky
593,Kikwit,CD,-5.041,18.8162,69.04,89,62,2.13,broken clouds
594,Ahuimanu,US,21.4447,-157.8378,78.51,77,100,14.97,shower rain
595,Khani,GE,41.9563,42.9566,47.77,76,92,2.8,overcast clouds
596,Neustadt,DE,49.7117,12.0872,46.15,90,40,0.0,scattered clouds
597,Mahuta,TZ,-10.8667,39.45,63.63,97,13,3.6,few clouds
598,Newcastle,AU,-32.9272,151.7765,79.09,51,20,6.91,few clouds
599,Saint-Paul,RE,-21.0096,55.2707,77.36,74,28,2.44,scattered clouds
600,Barcelos,PT,41.5388,-8.6151,60.69,79,8,5.44,clear sky
601,Aswan,EG,24.0934,32.907,81.01,22,4,8.72,clear sky
602,Balykshi,KZ,47.0667,51.8667,53.6,47,0,11.18,clear sky
603,Gao,ML,16.6362,1.637,82.31,11,44,9.06,scattered clouds
604,Lahaina,US,20.8783,-156.6825,76.24,87,94,10.56,overcast clouds
605,Sungaipenuh,ID,-2.0833,101.3833,71.11,85,99,3.04,overcast clouds
606,Tabou,CI,4.423,-7.3528,80.01,80,2,5.41,clear sky
607,Iskateley,RU,67.6803,53.1512,25.97,93,100,10.18,overcast clouds
608,Zhanaozen,KZ,43.3,52.8,57.88,39,28,10.04,scattered clouds
609,Kajaani,FI,64.2273,27.7285,28.45,64,0,6.91,clear sky
610,Puerto Madryn,AR,-42.7692,-65.0385,61.43,51,36,11.56,scattered clouds
611,Pacific Grove,US,36.6177,-121.9166,57.81,79,0,9.22,clear sky
612,Kainantu,PG,-6.2887,145.8655,69.49,86,96,2.84,overcast clouds
613,Medicine Hat,CA,50.0501,-110.6683,58.21,37,40,1.01,scattered clouds
614,La Serena,CL,-29.9078,-71.2542,51.31,100,100,1.14,fog
615,Palana,RU,59.1167,159.9667,30.22,83,100,6.91,overcast clouds
616,Bud,US,39.447,-86.1758,57.15,91,80,10.83,broken clouds
617,Hirapur,IN,21.5333,79.7667,100.44,25,8,5.61,clear sky
618,Vung Tau,VN,10.346,107.0843,84.72,69,17,1.21,few clouds
619,Macau,MO,22.2006,113.5461,85.86,53,0,8.05,clear sky
620,Liverpool,GB,53.4106,-2.9779,52.61,91,75,8.05,broken clouds
621,Mayo,US,38.8876,-76.5119,59.25,91,100,13.8,overcast clouds
622,Touros,BR,-5.1989,-35.4608,78.28,87,25,11.83,scattered clouds
623,Tynda,RU,55.1667,124.7167,36.01,97,100,5.61,moderate rain
624,Livani,LV,56.3543,26.1758,32.79,68,3,6.89,clear sky
625,Kurchum,KZ,48.5722,83.6542,58.91,43,99,8.55,overcast clouds
626,Beinamar,TD,8.6698,15.3813,77.38,73,100,6.55,overcast clouds
627,Russell,US,32.3502,-85.1999,74.8,86,0,0.0,clear sky
628,Surt,LY,31.2089,16.5887,64.74,50,32,9.35,scattered clouds
629,Jacksonville,US,30.3322,-81.6556,75.31,81,75,12.66,thunderstorm
630,Shizunai,JP,42.3339,142.3669,51.03,68,98,28.36,light rain
631,Longonjo,AO,-12.9067,15.2533,53.94,77,1,4.12,clear sky
632,Varna,BG,43.2167,27.9167,50.23,76,95,4.61,overcast clouds
633,Ventspils,LV,57.3894,21.5606,40.93,81,0,6.91,clear sky
634,Ouro Preto Do Oeste,BR,-10.7481,-62.2158,71.82,98,100,6.98,overcast clouds
635,Ust-Ilimsk,RU,58.0006,102.6619,41.58,45,84,15.97,broken clouds
636,Ranfurly,NZ,-45.1333,170.1,65.1,56,48,1.7,scattered clouds
637,Margate,GB,51.3813,1.3862,49.3,81,55,1.99,broken clouds
638,Horki,BY,54.2861,30.9842,33.76,72,25,12.44,scattered clouds
639,Boende,CD,-0.2167,20.8667,70.48,96,100,1.9,overcast clouds
640,Gleisdorf,AT,47.1061,15.7127,52.86,87,21,3.0,few clouds
641,Mawlaik,MM,23.6333,94.4167,76.77,81,97,3.06,overcast clouds
642,Orzu,TJ,37.5593,68.8184,64.8,65,100,1.63,overcast clouds
643,San Bartolome,ES,27.9248,-15.5733,54.07,68,40,12.66,scattered clouds
644,Honningsvag,NO,70.9821,25.9704,28.15,69,75,14.97,broken clouds
645,Fort-Shevchenko,KZ,44.5086,50.263,58.71,66,22,3.96,few clouds
646,Mugur-Aksy,RU,50.35,90.5,43.07,50,46,8.7,scattered clouds
647,Talara,PE,-4.5772,-81.2719,67.87,86,82,15.46,broken clouds
648,Bartica,GY,6.4,-58.6167,75.52,99,100,2.17,overcast clouds
649,Alice Springs,AU,-23.7,133.8833,76.55,25,40,14.97,scattered clouds
650,Yeppoon,AU,-23.1333,150.7333,82.18,73,49,11.05,scattered clouds
651,Bilibino,RU,68.0546,166.4372,30.09,91,68,3.15,broken clouds
652,Maniitsoq,GL,65.4167,-52.9,17.96,83,74,15.7,broken clouds
653,Disraeli,CA,45.9001,-71.3491,56.21,70,100,5.14,overcast clouds
654,Terrace,CA,54.5163,-128.6035,39.72,99,100,3.27,light rain
655,Kawalu,ID,-7.3817,108.2082,83.64,71,76,4.76,broken clouds
656,Viedma,AR,-40.8135,-62.9967,57.27,44,37,10.96,scattered clouds
657,Sydney,AU,-33.8679,151.2073,79.75,55,0,6.91,clear sky
658,Soavinandriana,MG,-19.1667,46.7333,55.35,91,1,5.61,clear sky
659,Boromo,BF,11.75,-2.9333,87.3,44,83,7.34,broken clouds
660,Kostomuksha,RU,64.571,30.5767,25.18,79,21,8.95,few clouds
661,Bagdarin,RU,54.4333,113.6,47.46,20,3,14.43,clear sky
662,Kampot,KH,10.6167,104.1833,84.25,70,95,9.93,overcast clouds
663,Tulum,MX,20.2167,-87.4667,78.06,87,4,7.0,clear sky
664,Mangrol,IN,21.1167,70.1167,85.33,69,0,10.0,clear sky
665,Assiniboia,CA,49.6334,-105.9845,51.53,48,79,9.46,broken clouds
666,Volot,RU,57.9278,30.7025,33.93,54,67,11.03,broken clouds
667,Kitale,KE,1.0157,35.0062,55.85,94,99,0.51,overcast clouds
668,Cortez,US,37.3489,-108.5859,46.04,44,0,11.5,clear sky
669,Perur,IN,10.9667,76.9,85.69,54,40,2.3,haze
670,Khasan,RU,42.4308,130.6434,54.18,68,31,9.53,scattered clouds
671,Porto Walter,BR,-8.2686,-72.7439,74.34,89,95,2.55,overcast clouds
672,Patea,NZ,-39.7583,174.4833,63.34,69,47,3.87,scattered clouds
673,Necochea,AR,-38.5473,-58.7368,50.4,71,1,14.38,clear sky
674,Hirtshals,DK,57.5881,9.9592,43.39,50,94,4.18,overcast clouds
675,Huanren,CN,41.2647,125.3667,72.61,37,17,12.33,few clouds
676,Plettenberg Bay,ZA,-34.0527,23.3716,60.76,84,0,3.58,clear sky
677,Ambatondrazaka,MG,-17.8333,48.4167,65.66,85,93,6.82,overcast clouds
678,Ardakan,IR,32.31,54.0175,72.07,35,0,5.53,clear sky
679,Gorontalo,ID,0.5412,123.0595,87.42,68,100,3.87,overcast clouds
680,Araouane,ML,18.9048,-3.5265,81.19,13,79,6.4,broken clouds
681,Majene,ID,-3.5403,118.9707,86.65,65,42,7.11,scattered clouds
682,Spencer,US,43.1414,-95.1444,45.52,80,0,0.0,clear sky
683,Valparaiso,CL,-33.0393,-71.6273,55.47,77,0,1.14,clear sky
684,Letlhakane,BW,-21.4167,25.5833,55.83,70,0,7.81,clear sky
685,Bayji,IQ,34.9311,43.487,78.37,35,6,12.12,clear sky
686,Lorengau,PG,-2.0226,147.2712,83.39,76,72,2.39,heavy intensity rain
687,Hirara,JP,24.8,125.2833,71.87,94,75,17.27,light intensity shower rain
688,Warsaw,PL,52.2298,21.0118,50.86,77,0,6.91,clear sky
689,Hot Springs,US,34.5037,-93.0552,63.19,87,100,1.99,overcast clouds
690,Barillas,GT,15.8036,-91.3158,64.9,93,97,1.7,overcast clouds
691,Bourail,NC,-21.5667,165.4833,76.62,81,83,12.1,broken clouds
692,Mambajao,PH,9.2504,124.7156,83.75,73,66,11.92,broken clouds
693,Bridgetown,BB,13.1,-59.6167,79.29,83,40,13.8,scattered clouds
